"COHORT_MONTH","MEMBERSHIP_ID","MEMBERSHIP_TYPE_CODE","MEMBERSHIP_TYPE_DESC","JOIN_DATE","TENURE_GRP","RENEW_IND","LAST_RENEW_DATE","RENEW_DATE","NEXT_RENEW_DATE","PLUS_STATUS_BEFORE_REN","PLUS_STATUS_AFTER_REN","PLUS_MEMBERSHIP_IND","PLUS_UPGRADE_DATE","autorenew_ind","payroll_deduct_ind"
"2018-01",197884,2,"SAVINGS","2016-01-20","2","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-20","PLUS","PLUS","Y","?","N","Y"
"2018-01",196022,3,"BUSINESS","2016-01-16","2","RENEWED BASE","2017-12-16","2017-12-16","2019-01-16","BASE","BASE","N","?","N","N"
"2018-01",90908,3,"BUSINESS","2009-01-29","3+","RENEWED PLUS","2018-03-19","2018-03-19","2019-01-29","PLUS","PLUS","Y","2015-03-18","N","N"
"2018-01",219970,3,"BUSINESS","2017-01-11","1","UNRENEWED","2017-01-11","?","2018-01-11","PLUS","?","Y","?","N","N"
"2018-01",84144,2,"SAVINGS","1995-05-17","3+","RENEWED BASE","2018-01-30","2018-01-27","2019-01-30","BASE","BASE","N","?","Y","N"
"2018-01",192481,2,"SAVINGS","2016-01-10","2","RENEWED BASE","2018-01-27","2018-01-27","2019-01-10","BASE","BASE","N","?","N","N"
"2018-01",5161,3,"BUSINESS","1993-12-13","3+","RENEWED PLUS","2018-01-15","2018-01-15","2019-01-08","PLUS","PLUS","Y","2010-10-27","N","N"
"2018-01",22337,2,"SAVINGS","1994-08-03","3+","RENEWED PLUS","2018-01-29","2018-01-29","2019-01-31","PLUS","PLUS","Y","2016-02-21","Y","N"
"2018-01",143470,2,"SAVINGS","2013-01-25","3+","RENEWED BASE","2018-02-02","2018-02-02","2019-01-25","PLUS","BASE","Y","2018-04-18","N","N"
"2018-01",213609,2,"SAVINGS","2017-01-06","1","RENEWED BASE","2018-01-22","2018-01-22","2019-01-06","BASE","BASE","N","?","N","N"
"2018-01",28987,2,"SAVINGS","2003-01-02","3+","RENEWED PLUS","2017-11-17","2017-11-17","2019-01-02","PLUS","PLUS","Y","2012-06-18","N","N"
"2018-01",233747,2,"SAVINGS","2017-01-20","1","UNRENEWED","2017-01-20","?","2018-01-20","BASE","?","N","?","N","N"
"2018-01",93910,3,"BUSINESS","2009-01-23","3+","RENEWED BASE","2018-04-11","2018-04-11","2019-04-11","BASE","BASE","N","2014-10-31","N","N"
"2018-01",186493,2,"SAVINGS","2015-11-27","3","UNRENEWED","2017-12-04","?","2018-01-03","BASE","?","N","?","N","N"
"2018-01",157202,2,"SAVINGS","2014-01-18","3+","RENEWED BASE","2018-01-18","2018-01-15","2019-01-18","BASE","BASE","N","?","Y","N"
"2018-01",47097,3,"BUSINESS","1992-01-05","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-05","BASE","BASE","N","?","N","N"
"2018-01",248172,2,"SAVINGS","2017-01-30","1","UNRENEWED","2017-01-30","?","2018-01-30","BASE","?","N","?","N","N"
"2018-01",35388,3,"BUSINESS","1991-07-12","3+","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-02","PLUS","PLUS","Y","2014-08-19","N","N"
"2018-01",123539,2,"SAVINGS","2011-11-09","3+","RENEWED BASE","2018-01-15","2018-01-12","2019-01-15","BASE","BASE","N","?","Y","N"
"2018-01",126568,3,"BUSINESS","2012-01-11","3+","RENEWED PLUS","2018-01-07","2018-01-07","2019-01-11","PLUS","PLUS","Y","2014-07-11","Y","N"
"2018-01",81039,3,"BUSINESS","2008-01-19","3+","RENEWED PLUS","2018-01-13","2018-01-13","2019-01-19","PLUS","PLUS","Y","2014-04-16","N","N"
"2018-01",76644,3,"BUSINESS","2007-09-25","3+","RENEWED BASE","2018-02-17","2018-02-17","2019-01-29","BASE","BASE","N","?","N","N"
"2018-01",68984,3,"BUSINESS","2006-12-09","3+","RENEWED BASE","2018-02-20","2018-02-20","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",121368,2,"SAVINGS","2011-08-13","3+","UNRENEWED","2017-01-21","?","2018-01-21","PLUS","?","Y","2017-01-21","N","N"
"2018-01",107077,2,"SAVINGS","2010-02-28","3+","RENEWED BASE","2018-02-07","2018-02-07","2019-01-16","BASE","BASE","N","2014-01-14","N","N"
"2018-01",61409,2,"SAVINGS","2006-01-11","3+","RENEWED PLUS","2018-01-03","2018-01-03","2019-01-11","PLUS","PLUS","Y","2015-05-06","N","N"
"2018-01",11427,3,"BUSINESS","1992-01-25","3+","RENEWED BASE","2018-01-09","2018-01-09","2019-01-25","BASE","BASE","N","2015-11-27","N","N"
"2018-01",164669,3,"BUSINESS","1998-08-18","3+","RENEWED PLUS","2018-01-15","2018-01-15","2019-01-15","PLUS","PLUS","Y","2016-10-26","Y","N"
"2018-01",85453,3,"BUSINESS","2008-07-07","3+","RENEWED BASE","2018-04-09","2018-04-09","2019-04-09","BASE","BASE","N","?","N","N"
"2018-01",151290,2,"SAVINGS","2013-12-07","3+","UNRENEWED","2016-12-17","?","2018-01-11","BASE","?","N","?","N","N"
"2018-01",102230,2,"SAVINGS","2010-01-04","3+","RENEWED PLUS","2018-02-07","2018-02-07","2019-01-04","PLUS","PLUS","Y","2013-11-15","N","N"
"2018-01",76854,2,"SAVINGS","2007-10-06","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-02","BASE","BASE","N","2011-11-11","Y","N"
"2018-01",179116,2,"SAVINGS","2015-01-24","3","RENEWED BASE","2018-01-24","2018-01-21","2019-01-24","BASE","BASE","N","?","Y","N"
"2018-01",135757,3,"BUSINESS","2012-10-18","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-03","BASE","BASE","N","?","N","N"
"2018-01",142586,2,"SAVINGS","2013-01-20","3+","RENEWED PLUS","2018-01-20","2018-01-17","2019-01-20","PLUS","PLUS","Y","?","Y","N"
"2018-01",119725,2,"SAVINGS","1999-12-21","3+","UNRENEWED","2017-01-28","?","2018-01-28","BASE","?","N","2011-08-31","N","N"
"2018-01",20889,3,"BUSINESS","1991-10-31","3+","RENEWED PLUS","2018-01-11","2018-01-11","2019-01-07","PLUS","PLUS","Y","2010-01-15","N","N"
"2018-01",87230,3,"BUSINESS","1994-01-26","3+","RENEWED PLUS","2018-01-23","2018-01-23","2019-01-26","PLUS","PLUS","Y","2014-10-17","N","N"
"2018-01",190736,2,"SAVINGS","2016-01-08","2","UNRENEWED","2017-01-06","?","2018-01-08","BASE","?","N","?","N","N"
"2018-01",234571,2,"SAVINGS","2017-01-21","1","RENEWED BASE","2018-04-29","2018-04-29","2019-04-29","BASE","BASE","N","?","N","N"
"2018-01",153462,3,"BUSINESS","2014-01-06","3+","UNRENEWED","2017-01-02","?","2018-01-02","BASE","?","N","?","N","N"
"2018-01",43974,2,"SAVINGS","1992-01-23","3+","RENEWED BASE","2018-01-23","2018-01-20","2019-01-23","BASE","BASE","N","?","Y","N"
"2018-01",190670,2,"SAVINGS","2016-01-07","2","RENEWED BASE","2018-01-07","2018-01-07","2019-01-07","BASE","BASE","N","?","Y","N"
"2018-01",192025,2,"SAVINGS","2016-01-09","2","UNRENEWED","2017-01-14","?","2018-01-09","BASE","?","N","?","N","N"
"2018-01",244584,2,"SAVINGS","2017-01-28","1","RENEWED BASE","2017-01-28","2018-02-25","2019-02-25","BASE","BASE","Y","2018-03-20","N","N"
"2018-01",68517,3,"BUSINESS","1993-01-05","3+","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-05","PLUS","PLUS","Y","?","N","N"
"2018-01",37650,3,"BUSINESS","1992-01-01","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-01","BASE","BASE","N","?","N","N"
"2018-01",139729,3,"BUSINESS","2013-01-10","3+","UNRENEWED","2016-12-30","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",128751,2,"SAVINGS","2012-01-21","3+","RENEWED PLUS","2018-01-21","2018-01-18","2019-01-21","PLUS","PLUS","Y","2013-11-24","Y","N"
"2018-01",189389,2,"SAVINGS","2016-01-05","2","UNRENEWED","2016-12-24","?","2017-03-25","PLUS","?","Y","?","N","N"
"2018-01",35426,2,"SAVINGS","1992-01-27","3+","RENEWED PLUS","2018-01-27","2018-01-24","2019-01-27","PLUS","PLUS","Y","2013-04-16","Y","N"
"2018-01",207169,2,"SAVINGS","2016-12-14","2","UNRENEWED","2017-01-16","?","2018-01-16","PLUS","?","Y","?","N","N"
"2018-01",159073,2,"SAVINGS","2014-01-24","3+","RENEWED PLUS","2018-01-24","2018-01-21","2019-01-24","PLUS","PLUS","Y","?","Y","N"
"2018-01",98753,3,"BUSINESS","1998-01-08","3+","RENEWED PLUS","2018-01-30","2018-01-30","2019-01-29","PLUS","PLUS","Y","2010-02-11","N","N"
"2018-01",34003,2,"SAVINGS","2003-02-15","3+","RENEWED BASE","2018-01-15","2018-01-15","2019-01-13","BASE","BASE","N","?","N","N"
"2018-01",36656,2,"SAVINGS","2003-08-07","3+","RENEWED BASE","2018-04-06","2018-04-06","2019-01-10","BASE","BASE","N","?","N","N"
"2018-01",183703,2,"SAVINGS","2015-08-28","3","UNRENEWED","2015-08-28","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",127296,2,"SAVINGS","2012-01-14","3+","RENEWED BASE","2018-01-19","2018-01-19","2019-01-14","BASE","BASE","N","2012-11-13","N","N"
"2018-01",64019,2,"SAVINGS","2006-01-31","3+","RENEWED PLUS","2018-01-31","2018-01-28","2019-01-31","PLUS","PLUS","Y","2015-08-23","Y","N"
"2018-01",82426,2,"SAVINGS","2008-01-28","3+","RENEWED BASE","2018-01-28","2018-01-25","2019-01-28","BASE","BASE","N","?","Y","N"
"2018-01",24512,2,"SAVINGS","1992-01-22","3+","UNRENEWED","2017-01-08","?","2018-01-22","BASE","?","N","2010-07-11","N","N"
"2018-01",77582,2,"SAVINGS","1995-01-17","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-17","BASE","BASE","N","?","N","N"
"2018-01",194321,2,"SAVINGS","2016-01-14","2","RENEWED PLUS","2017-12-15","2017-12-15","2019-01-14","PLUS","PLUS","Y","?","N","N"
"2018-01",90219,3,"BUSINESS","2009-01-05","3+","RENEWED BASE","2017-12-18","2017-12-18","2019-01-05","BASE","BASE","N","?","N","N"
"2018-01",184597,2,"SAVINGS","2015-10-05","3","RENEWED BASE","2018-01-11","2018-01-08","2019-01-11","BASE","BASE","N","?","Y","N"
"2018-01",7439,2,"SAVINGS","2001-01-07","3+","RENEWED BASE","2018-02-13","2018-02-13","2019-01-04","BASE","BASE","Y","2018-04-19","N","N"
"2018-01",151754,2,"SAVINGS","2013-12-20","3+","RENEWED PLUS","2017-01-26","2018-01-26","2018-01-05","PLUS","PLUS","N","2014-10-13","N","N"
"2018-01",150796,2,"SAVINGS","1998-01-30","3+","RENEWED PLUS","2018-02-01","2018-02-01","2019-01-30","PLUS","PLUS","Y","2013-08-10","N","N"
"2018-01",39104,3,"BUSINESS","1992-01-31","3+","RENEWED BASE","2018-02-05","2018-02-05","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",206576,2,"SAVINGS","2017-01-25","1","RENEWED BASE","2018-01-08","2018-01-08","2019-01-25","BASE","BASE","N","?","N","N"
"2018-01",229834,2,"SAVINGS","2017-01-17","1","UNRENEWED","2017-01-17","?","2018-01-17","BASE","?","N","?","N","N"
"2018-01",114318,2,"SAVINGS","2011-01-13","3+","UNRENEWED","2017-01-13","?","2018-01-13","PLUS","?","Y","2013-11-23","N","N"
"2018-01",10579,2,"SAVINGS","1991-09-15","3+","RENEWED BASE","2017-12-22","2017-12-22","2019-01-06","BASE","BASE","N","?","N","N"
"2018-01",19294,3,"BUSINESS","1992-01-30","3+","RENEWED PLUS","2018-01-23","2018-01-23","2019-01-30","PLUS","PLUS","Y","2010-09-27","N","N"
"2018-01",112458,2,"SAVINGS","2011-01-02","3+","RENEWED PLUS","2018-01-07","2018-01-07","2019-01-02","PLUS","PLUS","Y","2015-08-22","N","N"
"2018-01",39147,3,"BUSINESS","1991-12-24","3+","RENEWED BASE","2018-01-11","2018-01-11","2019-01-11","BASE","BASE","N","?","Y","N"
"2018-01",230270,2,"SAVINGS","2017-01-18","1","UNRENEWED","2017-01-18","?","2017-04-11","PLUS","?","N","?","N","N"
"2018-01",150326,2,"SAVINGS","2013-11-10","3+","RENEWED PLUS","2018-02-05","2018-02-05","2019-01-18","PLUS","PLUS","Y","2015-04-24","N","N"
"2018-01",138550,2,"SAVINGS","2013-01-05","3+","RENEWED BASE","2017-11-12","2017-11-12","2019-01-05","BASE","BASE","N","?","N","N"
"2018-01",151083,2,"SAVINGS","2013-11-27","3+","RENEWED BASE","2018-01-28","2018-01-28","2019-01-26","BASE","BASE","N","2014-05-03","N","N"
"2018-01",102254,2,"SAVINGS","2010-01-20","3+","RENEWED PLUS","2018-02-03","2018-02-03","2019-01-20","PLUS","PLUS","Y","2013-05-12","N","N"
"2018-01",163749,2,"SAVINGS","1999-05-30","3+","RENEWED PLUS","2017-12-27","2017-12-27","2019-01-23","PLUS","PLUS","Y","2015-11-07","N","N"
"2018-01",196867,2,"SAVINGS","2016-01-18","2","RENEWED BASE","2018-01-20","2018-01-20","2019-01-18","BASE","BASE","N","?","N","N"
"2018-01",292,2,"SAVINGS","1999-08-02","3+","RENEWED BASE","2018-02-21","2018-02-21","2019-01-22","BASE","BASE","N","2012-07-19","N","N"
"2018-01",8015,2,"SAVINGS","2001-01-13","3+","RENEWED BASE","2018-02-10","2018-02-10","2019-01-16","BASE","BASE","N","?","N","N"
"2018-01",239775,3,"BUSINESS","2017-01-25","1","UNRENEWED","2016-02-15","?","2016-02-14","PLUS","?","N","?","N","N"
"2018-01",163125,2,"SAVINGS","2014-05-30","3+","RENEWED BASE","2017-12-07","2017-12-07","2019-01-30","BASE","BASE","N","2015-01-17","N","N"
"2018-01",234774,2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","PLUS","?","Y","?","N","N"
"2018-01",139639,2,"SAVINGS","2013-01-09","3+","RENEWED PLUS","2018-01-09","2018-01-06","2019-01-09","PLUS","PLUS","Y","2017-09-02","Y","N"
"2018-01",116177,2,"SAVINGS","2011-01-21","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",128848,2,"SAVINGS","2012-01-22","3+","RENEWED BASE","2017-12-26","2017-12-26","2019-01-22","BASE","BASE","N","?","N","N"
"2018-01",38635,2,"SAVINGS","2003-11-10","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-02","PLUS","BASE","N","2015-12-15","N","N"
"2018-01",156575,3,"BUSINESS","2014-01-16","3+","RENEWED BASE","2018-01-10","2018-01-10","2019-01-16","BASE","BASE","N","2015-12-12","N","N"
"2018-01",94445,2,"SAVINGS","2009-01-25","3+","RENEWED PLUS","2018-01-22","2018-01-22","2019-01-25","PLUS","PLUS","Y","2017-11-22","N","N"
"2018-01",39987,3,"BUSINESS","2004-01-03","3+","RENEWED PLUS","2017-12-08","2017-12-08","2019-01-02","PLUS","PLUS","Y","2016-12-08","N","N"
"2018-01",28959,2,"SAVINGS","2002-12-31","3+","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-22","PLUS","PLUS","Y","2015-05-30","N","N"
"2018-01",186221,2,"SAVINGS","2015-11-15","3","RENEWED PLUS","2017-01-27","2018-01-28","2019-01-28","PLUS","PLUS","Y","2017-05-06","Y","N"
"2018-01",224293,2,"SAVINGS","2017-01-13","1","RENEWED BASE","2017-12-28","2017-12-28","2019-01-13","BASE","BASE","N","?","N","N"
"2018-01",85380,2,"SAVINGS","2008-07-03","3+","RENEWED BASE","2018-07-07","2018-07-07","2019-07-07","PLUS","BASE","N","2016-12-15","N","N"
"2018-01",174778,3,"BUSINESS","2015-01-13","3","RENEWED BASE","2017-12-22","2017-12-22","2019-01-13","BASE","BASE","N","2016-10-15","N","N"
"2018-01",86447,2,"SAVINGS","2008-09-06","3+","RENEWED BASE","2018-01-23","2018-01-23","2019-01-29","BASE","BASE","N","?","N","N"
"2018-01",189227,2,"SAVINGS","2016-01-05","2","RENEWED BASE","2018-05-12","2018-05-12","2019-05-12","BASE","BASE","N","?","N","N"
"2018-01",124516,3,"BUSINESS","2011-12-21","3+","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-06","PLUS","PLUS","Y","?","N","N"
"2018-01",228704,2,"SAVINGS","2017-01-16","1","RENEWED PLUS","2018-01-20","2018-01-20","2019-01-16","BASE","PLUS","Y","2018-01-20","N","N"
"2018-01",204517,3,"BUSINESS","2017-01-18","1","RENEWED PLUS","2018-01-10","2018-01-10","2019-01-18","PLUS","PLUS","Y","?","N","N"
"2018-01",197984,2,"SAVINGS","2016-01-20","2","RENEWED BASE","2018-01-15","2018-01-15","2019-01-20","BASE","BASE","N","?","N","N"
"2018-01",129210,3,"BUSINESS","2012-01-24","3+","RENEWED PLUS","2018-01-09","2018-01-09","2019-01-24","PLUS","PLUS","Y","?","N","N"
"2018-01",3647,2,"SAVINGS","2000-01-27","3+","RENEWED BASE","2018-05-07","2018-01-22","2018-05-06","BASE","BASE","N","?","N","N"
"2018-01",19602,2,"SAVINGS","1992-01-28","3+","RENEWED BASE","2017-12-27","2017-12-27","2019-01-28","BASE","BASE","N","?","N","N"
"2018-01",165599,2,"SAVINGS","1998-11-06","3+","RENEWED PLUS","2017-12-27","2017-12-27","2019-01-23","PLUS","PLUS","Y","2015-10-14","N","N"
"2018-01",143417,2,"SAVINGS","2013-01-25","3+","RENEWED PLUS","2017-12-27","2017-12-27","2019-01-25","PLUS","PLUS","Y","2015-06-28","N","N"
"2018-01",110305,3,"BUSINESS","2011-01-27","3+","RENEWED PLUS","2018-01-04","2018-01-04","2019-01-27","PLUS","PLUS","Y","?","N","N"
"2018-01",146403,3,"BUSINESS","1997-08-03","3+","RENEWED PLUS","2018-01-18","2018-01-18","2019-01-18","PLUS","PLUS","Y","2010-11-13","Y","N"
"2018-01",200123,3,"BUSINESS","2016-01-25","2","RENEWED PLUS","2018-01-28","2018-01-28","2019-01-25","PLUS","PLUS","Y","2017-03-12","N","N"
"2018-01",228534,2,"SAVINGS","2017-01-16","1","UNRENEWED","2018-01-15","?","2017-01-16","BASE","?","N","?","N","N"
"2018-01",235594,2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"2018-01",31390,3,"BUSINESS","2003-01-22","3+","RENEWED PLUS","2018-01-24","2018-01-24","2019-01-24","PLUS","PLUS","Y","2014-03-06","Y","N"
"2018-01",93846,2,"SAVINGS","2009-01-22","3+","RENEWED PLUS","2017-11-30","2017-11-30","2019-01-22","PLUS","PLUS","Y","2010-11-27","N","N"
"2018-01",106524,3,"BUSINESS","2010-01-31","3+","RENEWED PLUS","2017-12-22","2017-12-22","2019-01-31","PLUS","PLUS","Y","2013-08-12","N","N"
"2018-01",92423,2,"SAVINGS","2009-01-17","3+","RENEWED BASE","2018-01-25","2018-01-25","2019-01-17","BASE","BASE","N","?","N","N"
"2018-01",164001,2,"SAVINGS","1999-01-28","3+","RENEWED PLUS","2017-12-29","2017-12-29","2019-01-28","PLUS","PLUS","Y","2014-08-30","N","N"
"2018-01",225603,2,"SAVINGS","2017-01-14","1","RENEWED PLUS","2017-01-14","2017-12-30","2019-01-14","PLUS","PLUS","Y","?","N","N"
"2018-01",180511,3,"BUSINESS","2015-01-29","3","UNRENEWED","2015-01-29","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",217329,3,"BUSINESS","2017-01-09","1","UNRENEWED","2017-01-09","?","2018-01-09","BASE","?","N","?","N","N"
"2018-01",182589,2,"SAVINGS","2015-05-09","3","UNRENEWED","2017-01-07","?","2018-01-07","BASE","?","N","?","N","N"
"2018-01",57413,3,"BUSINESS","1992-01-07","3+","RENEWED BASE","2017-12-22","2017-12-22","2019-01-07","BASE","BASE","N","?","N","N"
"2018-01",176049,2,"SAVINGS","2015-01-16","3","RENEWED BASE","2017-12-18","2017-12-18","2019-01-16","BASE","BASE","N","?","N","N"
"2018-01",33959,2,"SAVINGS","1992-01-07","3+","RENEWED BASE","2017-12-26","2017-12-26","2019-01-07","BASE","BASE","N","?","N","N"
"2018-01",15551,2,"SAVINGS","2002-01-11","3+","RENEWED PLUS","2018-01-11","2018-01-08","2019-01-11","PLUS","PLUS","Y","2010-08-15","Y","N"
"2018-01",172854,2,"SAVINGS","2015-01-08","3","RENEWED PLUS","2018-01-23","2018-01-23","2019-01-08","PLUS","PLUS","Y","?","N","N"
"2018-01",44664,3,"BUSINESS","1998-01-18","3+","RENEWED PLUS","2018-01-28","2018-01-28","2019-01-18","PLUS","PLUS","Y","2017-11-04","N","N"
"2018-01",21905,2,"SAVINGS","1992-01-11","3+","RENEWED BASE","2017-12-21","2017-12-21","2019-01-11","BASE","BASE","Y","2018-05-05","N","N"
"2018-01",54226,2,"SAVINGS","2005-02-18","3+","RENEWED PLUS","2017-12-22","2017-12-22","2019-01-03","PLUS","PLUS","Y","2016-08-28","N","N"
"2018-01",165301,3,"BUSINESS","2014-08-29","3+","RENEWED PLUS","2017-12-18","2017-12-18","2019-01-09","PLUS","PLUS","Y","2017-01-09","N","N"
"2018-01",11610,3,"BUSINESS","1992-01-11","3+","RENEWED BASE","2016-01-11","2018-01-19","2019-01-19","BASE","BASE","N","2014-10-16","N","N"
"2018-01",40764,2,"SAVINGS","2004-01-10","3+","RENEWED BASE","2017-11-28","2017-11-28","2019-01-09","BASE","BASE","N","?","N","N"
"2018-01",200997,3,"BUSINESS","2016-01-27","2","RENEWED BASE","2018-02-07","2018-02-07","2019-01-27","BASE","BASE","N","?","N","N"
"2018-01",44475,3,"BUSINESS","1992-01-28","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-28","PLUS","PLUS","Y","2012-08-26","N","N"
"2018-01",188431,2,"SAVINGS","2016-01-03","2","UNRENEWED","2016-12-31","?","2018-01-03","BASE","?","N","?","N","N"
"2018-01",179886,2,"SAVINGS","2015-01-27","3","RENEWED PLUS","2018-01-27","2018-01-24","2019-01-27","PLUS","PLUS","Y","?","Y","N"
"2018-01",203328,2,"SAVINGS","2016-01-31","2","RENEWED BASE","2018-05-10","2018-05-10","2019-05-10","BASE","BASE","N","?","N","N"
"2018-01",169531,3,"BUSINESS","1999-06-13","3+","RENEWED BASE","2018-02-12","2018-02-12","2019-01-24","BASE","BASE","N","?","N","N"
"2018-01",95531,2,"SAVINGS","2009-01-31","3+","RENEWED PLUS","2018-01-25","2018-01-25","2019-01-31","PLUS","PLUS","Y","2012-09-09","N","N"
"2018-01",4140,2,"SAVINGS","2000-02-16","3+","RENEWED BASE","2018-03-10","2018-03-10","2019-01-24","BASE","BASE","N","?","N","N"
"2018-01",197426,3,"BUSINESS","2016-01-19","3","RENEWED BASE","2018-01-05","2018-01-05","2019-01-24","BASE","BASE","N","?","N","N"
"2018-01",10998,2,"SAVINGS","2001-05-22","3+","RENEWED BASE","2018-06-06","2018-06-06","2019-06-06","PLUS","BASE","N","2016-07-29","N","N"
"2018-01",141142,3,"BUSINESS","2013-01-15","3+","RENEWED BASE","2017-12-10","2017-12-10","2019-01-15","BASE","BASE","Y","2018-06-19","N","N"
"2018-01",65001,2,"SAVINGS","2006-04-15","3+","UNRENEWED","2017-02-25","?","2018-01-17","BASE","?","N","2012-06-09","N","N"
"2018-01",222920,3,"BUSINESS","2017-01-13","1","UNRENEWED","2017-01-13","?","2018-01-13","BASE","?","N","?","N","N"
"2018-01",187236,2,"SAVINGS","2016-01-02","2","RENEWED BASE","2017-12-27","2017-12-27","2019-01-01","BASE","BASE","N","?","N","N"
"2018-01",223998,2,"SAVINGS","2017-01-13","1","UNRENEWED","2017-01-13","?","2018-01-13","BASE","?","N","?","N","N"
"2018-01",249960,2,"SAVINGS","2017-03-26","1","UNRENEWED","2017-03-26","?","2018-01-10","PLUS","?","Y","?","N","N"
"2018-01",121968,2,"SAVINGS","2011-09-16","3+","UNRENEWED","2017-01-04","?","2018-01-04","BASE","?","N","?","N","N"
"2018-01",151423,2,"SAVINGS","2014-01-22","3+","RENEWED PLUS","2018-01-22","2018-01-19","2019-01-22","PLUS","PLUS","Y","2015-04-24","Y","N"
"2018-01",219172,2,"SAVINGS","2017-01-10","1","UNRENEWED","2017-01-10","?","2018-01-10","PLUS","?","Y","2017-01-27","N","N"
"2018-01",209337,2,"SAVINGS","2017-01-02","1","RENEWED BASE","2018-02-25","2018-02-25","2019-01-02","BASE","BASE","N","?","N","N"
"2018-01",142162,2,"SAVINGS","2013-01-19","3+","RENEWED BASE","2018-01-09","2018-01-09","2019-01-19","BASE","BASE","N","?","N","N"
"2018-01",84126,2,"SAVINGS","1994-01-12","3+","RENEWED BASE","2018-01-24","2018-01-24","2019-01-24","BASE","BASE","N","2011-09-09","N","N"
"2018-01",25839,2,"SAVINGS","1992-03-02","3+","RENEWED BASE","2017-01-07","2018-01-12","2019-01-12","BASE","BASE","N","2011-07-31","Y","N"
"2018-01",196331,2,"SAVINGS","2016-01-17","2","RENEWED BASE","2018-01-07","2018-01-07","2019-01-08","PLUS","BASE","Y","2018-04-21","N","N"
"2018-01",165863,3,"BUSINESS","1999-01-19","3+","RENEWED PLUS","2018-01-19","2018-01-19","2019-01-19","PLUS","PLUS","Y","?","N","N"
"2018-01",145613,2,"SAVINGS","2013-03-20","3+","RENEWED BASE","2018-02-02","2018-02-02","2019-01-22","BASE","BASE","N","?","N","N"
"2018-01",29541,2,"SAVINGS","2003-01-05","3+","RENEWED PLUS","2018-01-05","2018-01-05","2019-01-05","PLUS","PLUS","Y","2015-08-16","N","N"
"2018-01",133710,2,"SAVINGS","2012-07-06","3+","RENEWED BASE","2017-12-29","2017-12-29","2019-01-02","BASE","BASE","Y","2018-03-01","N","N"
"2018-01",247869,2,"SAVINGS","2017-01-30","1","RENEWED BASE","2018-08-12","2018-08-12","2019-08-12","BASE","BASE","N","?","N","N"
"2018-01",18269,2,"SAVINGS","2002-01-31","3+","RENEWED BASE","2017-12-30","2017-12-30","2019-01-31","BASE","BASE","N","2010-11-27","N","N"
